investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,amount
INV000966,2024-12-01,102885,SIP,6893,Telangana,Hyderabad,T30,26-35,Male,22.8,Mandate,PENDING,6893
INV004643,2024-12-01,119552,Redemption,435409,Delhi,Noida,T30,26-35,Female,12.4,UPI,VERIFIED,435409
INV003582,2024-12-01,100016,SIP,865,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,UPI,VERIFIED,865
INV000446,2024-12-01,118632,Lumpsum,27298,Rajasthan,Jaipur,T30,26-35,Female,23.8,Cheque,VERIFIED,27298
INV002402,2024-12-01,118632,SIP,20087,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,UPI,VERIFIED,20087
INV000377,2024-12-01,120841,SIP,1190,Karnataka,Bangalore,T30,26-35,Male,19.8,Cheque,VERIFIED,1190
INV002445,2024-12-01,118636,Lumpsum,188590,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,VERIFIED,188590
INV000631,2024-12-01,119095,SIP,10375,Delhi,Noida,T30,36-45,Female,48.6,UPI,VERIFIED,10375
INV004458,2024-12-01,120503,Lumpsum,334191,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Net Banking,VERIFIED,334191
INV003964,2024-12-01,101207,SIP,4056,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,VERIFIED,4056
INV000357,2024-12-02,148568,SIP,2047,Rajasthan,Udaipur,B30,26-35,Male,24.5,Cheque,VERIFIED,2047
INV001516,2024-12-02,101206,SIP,1181,Tamil Nadu,Coimbatore,B30,26-35,Male,22.0,Net Banking,VERIFIED,1181
INV003257,2024-12-02,119094,SIP,55712,Rajasthan,Jaipur,T30,56+,Male,34.8,Net Banking,PENDING,55712
INV004379,2024-12-02,119551,SIP,15406,Delhi,Gurugram,T30,18-25,Male,6.0,Cheque,VERIFIED,15406
INV001893,2024-12-02,125497,SIP,22236,Punjab,Chandigarh,T30,26-35,Female,12.7,UPI,VERIFIED,22236
INV000939,2024-12-02,125498,SIP,49041,Karnataka,Bangalore,T30,26-35,Male,19.6,UPI,VERIFIED,49041
INV004225,2024-12-02,119120,Lumpsum,237215,Karnataka,Bangalore,T30,26-35,Male,24.8,Net Banking,VERIFIED,237215
INV003122,2024-12-02,101206,SIP,11300,Telangana,Hyderabad,T30,26-35,Male,8.3,Cheque,VERIFIED,11300
INV004356,2024-12-02,118636,SIP,14134,West Bengal,Kolkata,T30,36-45,Male,37.3,Net Banking,VERIFIED,14134
INV004353,2024-12-02,149323,SIP,406,Uttar Pradesh,Agra,B30,56+,Male,31.2,Mandate,VERIFIED,406
INV002279,2024-12-02,102885,SIP,43406,Delhi,Gurugram,T30,36-45,Male,25.1,Net Banking,VERIFIED,43406
INV004497,2024-12-02,149324,Lumpsum,375719,Rajasthan,Jaipur,T30,26-35,Female,13.3,Net Banking,VERIFIED,375719
INV002485,2024-12-02,102885,SIP,2941,Karnataka,Mysore,B30,46-55,Female,70.2,UPI,VERIFIED,2941
INV000327,2024-12-02,119092,Redemption,358056,Uttar Pradesh,Kanpur,B30,26-35,Male,9.2,Net Banking,VERIFIED,358056
INV001508,2024-12-02,118634,Redemption,381082,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,UPI,PENDING,381082
INV000834,2024-12-02,118632,SIP,44427,Uttar Pradesh,Agra,B30,18-25,Female,6.6,Net Banking,PENDING,44427
INV001879,2024-12-02,125498,Lumpsum,63989,Uttar Pradesh,Lucknow,T30,18-25,Female,6.3,Mandate,VERIFIED,63989
INV004520,2024-12-02,120841,SIP,541,Uttar Pradesh,Lucknow,T30,26-35,Female,15.7,Net Banking,VERIFIED,541
INV002733,2024-12-02,149324,SIP,7769,Punjab,Chandigarh,T30,26-35,Male,19.0,Net Banking,VERIFIED,7769
INV003717,2024-12-02,148569,Redemption,240909,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,Net Banking,VERIFIED,240909
INV003115,2024-12-02,100025,SIP,2383,Gujarat,Surat,T30,26-35,Male,23.9,Net Banking,VERIFIED,2383
INV003121,2024-12-02,118633,SIP,9998,Telangana,Hyderabad,T30,36-45,Male,13.7,Cheque,VERIFIED,9998
INV004004,2024-12-02,118634,SIP,57390,Delhi,Gurugram,T30,18-25,Male,3.1,Cheque,PENDING,57390
INV001268,2024-12-02,148569,Lumpsum,27614,Maharashtra,Pune,T30,46-55,Male,75.1,Cheque,VERIFIED,27614
INV001194,2024-12-02,120844,SIP,2656,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,VERIFIED,2656
INV001069,2024-12-02,149322,SIP,485,Telangana,Hyderabad,T30,26-35,Male,19.1,Cheque,VERIFIED,485
INV002145,2024-12-02,148567,SIP,501,Delhi,Gurugram,T30,36-45,Male,32.8,Net Banking,VERIFIED,501
INV000459,2024-12-02,119552,SIP,13345,West Bengal,Kolkata,T30,26-35,Female,21.5,Net Banking,VERIFIED,13345
INV003237,2024-12-02,118633,Redemption,522899,Delhi,Gurugram,T30,46-55,Male,66.7,UPI,VERIFIED,522899
INV004458,2024-12-02,149322,Lumpsum,493041,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Net Banking,VERIFIED,493041
INV004794,2024-12-02,119599,Lumpsum,222779,Rajasthan,Udaipur,B30,36-45,Female,46.0,UPI,VERIFIED,222779
INV001236,2024-12-02,120505,Lumpsum,387886,Telangana,Hyderabad,T30,46-55,Male,93.7,UPI,VERIFIED,387886
INV002839,2024-12-02,119551,Lumpsum,439557,Punjab,Amritsar,B30,26-35,Male,14.8,UPI,VERIFIED,439557
INV002220,2024-12-02,120843,Redemption,330966,Punjab,Chandigarh,T30,46-55,Male,29.9,Cheque,VERIFIED,330966
INV004429,2024-12-02,148568,Lumpsum,53921,Uttar Pradesh,Lucknow,T30,36-45,Male,21.7,Mandate,VERIFIED,53921
INV001562,2024-12-02,120841,SIP,9363,Delhi,Noida,T30,26-35,Male,7.0,Cheque,VERIFIED,9363
INV001585,2024-12-02,120506,Redemption,366228,Telangana,Hyderabad,T30,36-45,Male,28.3,Net Banking,VERIFIED,366228
INV002219,2024-12-02,102885,SIP,3564,Karnataka,Mysore,B30,26-35,Male,6.9,UPI,VERIFIED,3564
INV004979,2024-12-02,100025,SIP,877,Punjab,Chandigarh,T30,26-35,Male,21.5,Cheque,VERIFIED,877
INV003181,2024-12-02,119551,Lumpsum,244860,Karnataka,Bangalore,T30,18-25,Female,3.9,Net Banking,VERIFIED,244860
INV001967,2024-12-02,148569,SIP,1850,Rajasthan,Jaipur,T30,26-35,Male,17.9,Mandate,VERIFIED,1850
INV000387,2024-12-02,100033,Redemption,146454,Gujarat,Surat,T30,36-45,Male,53.8,Cheque,VERIFIED,146454
INV002193,2024-12-02,149323,Lumpsum,298297,Haryana,Gurugram,T30,36-45,Female,49.7,Mandate,VERIFIED,298297
INV001679,2024-12-02,148569,SIP,23545,Haryana,Faridabad,B30,36-45,Female,46.7,Net Banking,VERIFIED,23545
INV001499,2024-12-02,102886,Redemption,239764,Karnataka,Mysore,B30,26-35,Male,12.9,Cheque,VERIFIED,239764
INV003206,2024-12-02,149322,SIP,2089,Gujarat,Ahmedabad,T30,26-35,Male,24.1,UPI,VERIFIED,2089
INV003848,2024-12-02,120841,Lumpsum,321954,Telangana,Hyderabad,T30,26-35,Male,24.0,Mandate,VERIFIED,321954
INV002810,2024-12-02,119095,SIP,2457,Punjab,Amritsar,B30,36-45,Male,33.2,Net Banking,VERIFIED,2457
INV000942,2024-12-02,120841,Lumpsum,79088,Haryana,Faridabad,B30,56+,Male,70.2,Mandate,VERIFIED,79088
INV000398,2024-12-02,118635,Lumpsum,334001,Madhya Pradesh,Indore,T30,46-55,Male,28.2,Mandate,PENDING,334001
INV004762,2024-12-02,119093,SIP,1177,Rajasthan,Jaipur,T30,46-55,Male,37.2,Net Banking,VERIFIED,1177
INV001481,2024-12-02,120504,SIP,917,Telangana,Hyderabad,T30,26-35,Male,23.4,UPI,VERIFIED,917
INV002693,2024-12-02,119093,SIP,42229,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,Cheque,VERIFIED,42229
INV004343,2024-12-02,120842,Redemption,430454,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,Net Banking,VERIFIED,430454
INV004232,2024-12-02,120506,SIP,3421,Tamil Nadu,Chennai,T30,26-35,Male,19.0,Net Banking,PENDING,3421
INV004413,2024-12-02,120505,Lumpsum,146396,Maharashtra,Mumbai,T30,26-35,Male,14.7,Mandate,PENDING,146396
INV001945,2024-12-02,119092,Lumpsum,211537,Gujarat,Ahmedabad,T30,26-35,Male,8.0,UPI,VERIFIED,211537
INV001759,2024-12-02,101207,SIP,3525,Haryana,Faridabad,B30,36-45,Female,25.6,Mandate,VERIFIED,3525
INV002044,2024-12-02,120842,Lumpsum,239423,Gujarat,Ahmedabad,T30,26-35,Female,19.1,Cheque,VERIFIED,239423
INV000568,2024-12-02,149323,SIP,1053,Delhi,New Delhi,T30,36-45,Male,48.4,Cheque,PENDING,1053
INV000438,2024-12-02,101208,SIP,5724,Delhi,New Delhi,T30,26-35,Male,11.6,Mandate,VERIFIED,5724
INV004231,2024-12-02,120843,Lumpsum,192946,West Bengal,Kolkata,T30,56+,Male,17.5,Cheque,VERIFIED,192946
INV003150,2024-12-02,119092,Redemption,271736,Gujarat,Ahmedabad,T30,26-35,Female,13.6,UPI,VERIFIED,271736
INV003394,2024-12-02,102886,SIP,2545,West Bengal,Kolkata,T30,26-35,Male,14.6,UPI,VERIFIED,2545
INV002137,2024-12-02,119120,Lumpsum,82432,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Cheque,VERIFIED,82432
INV002018,2024-12-03,101206,SIP,926,Uttar Pradesh,Agra,B30,26-35,Female,18.0,UPI,VERIFIED,926
INV000891,2024-12-03,119598,Lumpsum,369819,Gujarat,Surat,T30,26-35,Male,20.9,Cheque,VERIFIED,369819
INV003838,2024-12-03,120841,Redemption,274560,Gujarat,Surat,T30,18-25,Female,5.1,Mandate,VERIFIED,274560
INV004153,2024-12-03,102885,Lumpsum,408358,Uttar Pradesh,Agra,B30,46-55,Male,96.3,UPI,VERIFIED,408358
INV001354,2024-12-03,148568,Lumpsum,208864,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Mandate,PENDING,208864
INV003057,2024-12-03,118636,SIP,15935,Punjab,Chandigarh,T30,18-25,Male,6.4,Net Banking,VERIFIED,15935
INV004181,2024-12-03,101207,Lumpsum,286186,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,UPI,VERIFIED,286186
INV002193,2024-12-03,102885,Lumpsum,403880,Haryana,Gurugram,T30,36-45,Female,49.7,UPI,VERIFIED,403880
INV004165,2024-12-03,100033,Redemption,110297,West Bengal,Kolkata,T30,26-35,Male,9.3,Mandate,VERIFIED,110297
INV003198,2024-12-03,101207,SIP,6937,Uttar Pradesh,Lucknow,T30,46-55,Female,37.0,UPI,VERIFIED,6937
INV001899,2024-12-03,118635,SIP,7792,Gujarat,Ahmedabad,T30,26-35,Male,7.6,UPI,VERIFIED,7792
INV003388,2024-12-03,100016,SIP,6591,Haryana,Faridabad,B30,56+,Female,39.3,Mandate,VERIFIED,6591
INV000765,2024-12-03,120842,Redemption,81247,Telangana,Hyderabad,T30,18-25,Male,4.6,Net Banking,PENDING,81247
INV000836,2024-12-03,125498,SIP,9230,Haryana,Gurugram,T30,26-35,Male,24.4,Cheque,VERIFIED,9230
INV003654,2024-12-03,149322,SIP,2557,Delhi,New Delhi,T30,18-25,Male,6.6,Mandate,VERIFIED,2557
INV000536,2024-12-03,118633,Redemption,353765,Delhi,New Delhi,T30,36-45,Female,29.6,UPI,PENDING,353765
INV001463,2024-12-03,100025,Redemption,115045,Maharashtra,Nashik,B30,36-45,Male,54.5,Mandate,VERIFIED,115045
INV001173,2024-12-03,118632,SIP,3411,Punjab,Chandigarh,T30,26-35,Female,7.8,Net Banking,PENDING,3411
INV001717,2024-12-03,119551,Redemption,77734,Karnataka,Mysore,B30,26-35,Male,23.2,Cheque,VERIFIED,77734
INV003963,2024-12-03,119599,SIP,2998,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Mandate,VERIFIED,2998
INV002864,2024-12-03,149324,Redemption,260440,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,UPI,VERIFIED,260440
INV004591,2024-12-03,148567,Lumpsum,55270,Tamil Nadu,Chennai,T30,26-35,Male,7.8,Mandate,VERIFIED,55270
INV000778,2024-12-03,119120,SIP,4093,Haryana,Faridabad,B30,26-35,Male,16.9,Mandate,VERIFIED,4093
INV004987,2024-12-03,120506,SIP,26159,Telangana,Hyderabad,T30,46-55,Male,37.1,UPI,VERIFIED,26159
INV001456,2024-12-03,120506,SIP,2571,Punjab,Chandigarh,T30,36-45,Male,36.3,Cheque,VERIFIED,2571
INV003269,2024-12-03,118632,SIP,2982,Telangana,Hyderabad,T30,56+,Male,17.5,Mandate,VERIFIED,2982
INV002939,2024-12-03,118632,Lumpsum,506248,Rajasthan,Udaipur,B30,18-25,Male,3.1,Cheque,VERIFIED,506248
INV002069,2024-12-03,125497,SIP,11189,West Bengal,Kolkata,T30,46-55,Male,59.0,Cheque,VERIFIED,11189
INV000570,2024-12-03,102885,SIP,8376,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,UPI,VERIFIED,8376
INV001449,2024-12-03,119552,Redemption,349907,Gujarat,Ahmedabad,T30,36-45,Male,45.2,Net Banking,VERIFIED,349907
INV002708,2024-12-03,148569,SIP,2957,Karnataka,Mysore,B30,26-35,Male,14.0,Cheque,VERIFIED,2957
INV000705,2024-12-03,125498,Lumpsum,283465,Delhi,Noida,T30,26-35,Male,6.9,Cheque,VERIFIED,283465
INV004826,2024-12-03,101207,SIP,10295,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,Cheque,VERIFIED,10295
INV003732,2024-12-03,101206,Redemption,56091,West Bengal,Kolkata,T30,36-45,Male,56.1,Net Banking,VERIFIED,56091
INV003833,2024-12-03,119095,SIP,2181,Delhi,New Delhi,T30,26-35,Male,11.7,Cheque,VERIFIED,2181
INV000289,2024-12-03,120503,SIP,16282,Delhi,Gurugram,T30,36-45,Male,54.2,Cheque,VERIFIED,16282
INV004493,2024-12-03,119093,Lumpsum,206768,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Mandate,VERIFIED,206768
INV000196,2024-12-03,119599,SIP,16900,Tamil Nadu,Chennai,T30,26-35,Male,17.9,UPI,VERIFIED,16900
INV003523,2024-12-03,101206,SIP,1858,Rajasthan,Udaipur,B30,56+,Male,70.4,Cheque,VERIFIED,1858
INV002709,2024-12-03,119120,SIP,26021,Uttar Pradesh,Kanpur,B30,36-45,Male,39.9,Net Banking,VERIFIED,26021
INV000400,2024-12-03,119093,Lumpsum,119127,Punjab,Chandigarh,T30,26-35,Male,22.1,Net Banking,VERIFIED,119127
INV000558,2024-12-03,148568,Lumpsum,453114,Punjab,Chandigarh,T30,56+,Female,22.1,Net Banking,VERIFIED,453114
INV000089,2024-12-03,148569,SIP,3491,Maharashtra,Mumbai,T30,26-35,Female,11.2,Cheque,VERIFIED,3491
INV003326,2024-12-03,119094,SIP,25787,Karnataka,Bangalore,T30,36-45,Male,40.9,Mandate,PENDING,25787
INV002951,2024-12-03,101208,SIP,6353,Karnataka,Bangalore,T30,36-45,Male,58.6,UPI,VERIFIED,6353
INV002227,2024-12-03,101208,SIP,5404,Uttar Pradesh,Lucknow,T30,26-35,Female,12.5,Cheque,VERIFIED,5404
INV004324,2024-12-03,119094,Lumpsum,88754,Madhya Pradesh,Indore,T30,36-45,Male,42.4,Net Banking,VERIFIED,88754
INV001438,2024-12-03,101207,SIP,7489,Karnataka,Bangalore,T30,46-55,Male,54.4,Cheque,VERIFIED,7489
INV004475,2024-12-03,120504,Lumpsum,119773,Punjab,Amritsar,B30,26-35,Male,18.2,Mandate,VERIFIED,119773
INV003556,2024-12-03,149322,SIP,9343,Karnataka,Mysore,B30,18-25,Male,3.7,UPI,VERIFIED,9343
INV000658,2024-12-03,119094,Lumpsum,50380,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Mandate,VERIFIED,50380
INV000523,2024-12-03,118633,SIP,1160,West Bengal,Kolkata,T30,36-45,Male,13.1,Mandate,VERIFIED,1160
INV004831,2024-12-03,120842,Redemption,32369,Maharashtra,Mumbai,T30,18-25,Female,5.9,Mandate,VERIFIED,32369
INV000729,2024-12-03,148567,Lumpsum,372039,Telangana,Hyderabad,T30,36-45,Male,36.5,UPI,VERIFIED,372039
INV002110,2024-12-03,148569,Lumpsum,52685,Haryana,Faridabad,B30,26-35,Female,20.8,Net Banking,VERIFIED,52685
INV003949,2024-12-03,118635,Lumpsum,434738,Madhya Pradesh,Bhopal,B30,56+,Male,54.8,Cheque,VERIFIED,434738
INV004140,2024-12-03,149322,Redemption,138004,Punjab,Amritsar,B30,46-55,Female,41.6,Mandate,VERIFIED,138004
INV002319,2024-12-03,100033,SIP,11525,Karnataka,Mysore,B30,26-35,Male,8.7,Mandate,VERIFIED,11525
INV004061,2024-12-03,119551,SIP,583,Punjab,Chandigarh,T30,26-35,Male,22.2,Cheque,VERIFIED,583
INV001837,2024-12-03,102886,Lumpsum,253963,Uttar Pradesh,Agra,B30,18-25,Male,5.5,Mandate,VERIFIED,253963
INV003856,2024-12-03,120504,SIP,544,Madhya Pradesh,Indore,T30,36-45,Male,46.7,Mandate,VERIFIED,544
INV004107,2024-12-03,118634,Lumpsum,453224,Telangana,Hyderabad,T30,26-35,Male,12.6,Cheque,VERIFIED,453224
INV004890,2024-12-03,120842,SIP,10844,Telangana,Hyderabad,T30,18-25,Female,5.8,UPI,VERIFIED,10844
INV000704,2024-12-03,119095,Redemption,386756,Gujarat,Ahmedabad,T30,18-25,Male,4.5,Cheque,PENDING,386756
INV004209,2024-12-04,118632,Lumpsum,23197,Maharashtra,Mumbai,T30,56+,Male,9.9,Mandate,VERIFIED,23197
INV000694,2024-12-04,118634,Lumpsum,279223,Rajasthan,Jaipur,T30,46-55,Male,50.6,UPI,VERIFIED,279223
INV004343,2024-12-04,118636,Lumpsum,522243,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,UPI,VERIFIED,522243
INV000818,2024-12-04,120507,Redemption,481129,Telangana,Hyderabad,T30,56+,Female,62.5,Cheque,VERIFIED,481129
INV004337,2024-12-04,120842,SIP,11169,Delhi,Noida,T30,18-25,Male,4.0,Net Banking,VERIFIED,11169
INV003943,2024-12-04,120842,SIP,3116,Telangana,Hyderabad,T30,46-55,Male,46.2,Cheque,PENDING,3116
INV001175,2024-12-04,120842,SIP,11893,Punjab,Chandigarh,T30,36-45,Male,33.5,Net Banking,PENDING,11893
INV002610,2024-12-04,119094,SIP,5608,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Cheque,VERIFIED,5608
INV000364,2024-12-04,119552,SIP,14994,Delhi,Noida,T30,26-35,Male,9.1,UPI,VERIFIED,14994
INV000147,2024-12-04,119598,Redemption,101914,Rajasthan,Jaipur,T30,26-35,Male,15.7,Cheque,PENDING,101914
INV000334,2024-12-04,118636,SIP,2032,Uttar Pradesh,Lucknow,T30,56+,Male,22.6,Mandate,VERIFIED,2032
INV001008,2024-12-04,100025,SIP,24143,Rajasthan,Udaipur,B30,46-55,Male,85.8,Cheque,VERIFIED,24143
INV001333,2024-12-04,120841,SIP,944,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,VERIFIED,944
INV002165,2024-12-04,148568,Lumpsum,357783,Telangana,Hyderabad,T30,46-55,Male,46.2,Mandate,VERIFIED,357783
INV001792,2024-12-04,149323,SIP,20070,Gujarat,Ahmedabad,T30,26-35,Female,18.8,Cheque,VERIFIED,20070
INV004953,2024-12-04,120844,Redemption,238432,Haryana,Faridabad,B30,36-45,Male,36.3,Mandate,VERIFIED,238432
INV003097,2024-12-04,120841,SIP,41728,Punjab,Chandigarh,T30,26-35,Male,21.5,Cheque,VERIFIED,41728
INV001616,2024-12-04,119551,SIP,1151,Tamil Nadu,Chennai,T30,26-35,Male,23.2,UPI,VERIFIED,1151
INV004571,2024-12-04,101208,Lumpsum,330657,Telangana,Hyderabad,T30,18-25,Female,4.6,UPI,VERIFIED,330657
INV002259,2024-12-04,148569,Lumpsum,530662,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Mandate,VERIFIED,530662
INV002654,2024-12-04,120505,SIP,2977,Delhi,New Delhi,T30,36-45,Female,38.2,Cheque,VERIFIED,2977
INV004522,2024-12-04,119095,Redemption,93774,Punjab,Chandigarh,T30,46-55,Female,69.1,UPI,VERIFIED,93774
INV002201,2024-12-04,120507,SIP,2011,Haryana,Gurugram,T30,36-45,Male,34.5,Mandate,VERIFIED,2011
INV004949,2024-12-04,119599,SIP,985,Delhi,Gurugram,T30,26-35,Male,11.3,Mandate,VERIFIED,985
INV003947,2024-12-04,118635,SIP,12494,Delhi,Noida,T30,26-35,Male,12.9,Cheque,VERIFIED,12494
INV003564,2024-12-04,101208,Lumpsum,354642,Telangana,Hyderabad,T30,18-25,Male,6.8,Mandate,VERIFIED,354642
INV002930,2024-12-04,119551,SIP,2316,West Bengal,Kolkata,T30,36-45,Male,54.0,UPI,VERIFIED,2316
INV003745,2024-12-04,120504,SIP,1000,West Bengal,Kolkata,T30,36-45,Male,17.8,Cheque,VERIFIED,1000
INV004335,2024-12-04,118632,SIP,1854,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Mandate,VERIFIED,1854
INV001018,2024-12-04,119094,Lumpsum,167739,Telangana,Hyderabad,T30,46-55,Female,65.2,UPI,PENDING,167739
INV004237,2024-12-04,101206,SIP,872,Haryana,Faridabad,B30,36-45,Male,14.1,UPI,VERIFIED,872
INV001845,2024-12-04,125498,SIP,438,Uttar Pradesh,Agra,B30,26-35,Female,14.8,Net Banking,VERIFIED,438
INV000520,2024-12-04,119120,Redemption,352088,West Bengal,Kolkata,T30,46-55,Female,59.4,Mandate,VERIFIED,352088
INV000980,2024-12-04,120507,SIP,8817,West Bengal,Kolkata,T30,18-25,Female,7.3,UPI,VERIFIED,8817
INV001343,2024-12-04,119599,SIP,7227,Gujarat,Surat,T30,18-25,Female,6.9,UPI,VERIFIED,7227
INV003399,2024-12-04,120844,Lumpsum,83566,Telangana,Hyderabad,T30,26-35,Female,16.0,Net Banking,VERIFIED,83566
INV004284,2024-12-04,100025,Lumpsum,9018,Rajasthan,Udaipur,B30,36-45,Male,40.7,Net Banking,VERIFIED,9018
INV000753,2024-12-04,149323,Redemption,8611,Haryana,Faridabad,B30,46-55,Male,82.4,Net Banking,VERIFIED,8611
INV000492,2024-12-04,120507,Lumpsum,397168,Telangana,Hyderabad,T30,36-45,Male,12.4,Net Banking,VERIFIED,397168
INV001777,2024-12-04,120507,SIP,9032,West Bengal,Kolkata,T30,18-25,Female,7.6,Net Banking,VERIFIED,9032
INV003380,2024-12-04,100033,Redemption,11395,Delhi,Noida,T30,36-45,Male,21.0,Cheque,VERIFIED,11395
INV001298,2024-12-04,120506,SIP,2126,Delhi,Gurugram,T30,26-35,Female,24.4,Cheque,VERIFIED,2126
INV000942,2024-12-04,118635,SIP,2210,Haryana,Faridabad,B30,56+,Male,70.2,UPI,VERIFIED,2210
INV004223,2024-12-04,101207,SIP,7743,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Mandate,VERIFIED,7743
INV002075,2024-12-04,101207,Lumpsum,351005,Uttar Pradesh,Lucknow,T30,36-45,Female,34.4,Net Banking,VERIFIED,351005
INV002877,2024-12-04,125497,SIP,13926,Rajasthan,Jaipur,T30,36-45,Male,56.5,UPI,VERIFIED,13926
INV001457,2024-12-04,119552,Lumpsum,232973,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Cheque,VERIFIED,232973
INV003136,2024-12-04,119599,SIP,21163,Haryana,Gurugram,T30,56+,Male,34.4,Mandate,VERIFIED,21163
INV000213,2024-12-04,120505,SIP,1015,Punjab,Chandigarh,T30,26-35,Male,19.6,UPI,VERIFIED,1015
INV004818,2024-12-04,149323,SIP,3004,Maharashtra,Pune,T30,26-35,Male,23.5,UPI,VERIFIED,3004
INV003699,2024-12-04,120843,Redemption,308722,Uttar Pradesh,Agra,B30,26-35,Male,19.7,Net Banking,VERIFIED,308722
INV000850,2024-12-04,149324,SIP,6426,Maharashtra,Pune,T30,36-45,Male,23.7,Mandate,VERIFIED,6426
INV001029,2024-12-04,118635,Lumpsum,114053,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,UPI,VERIFIED,114053
INV002847,2024-12-04,119092,SIP,584,Haryana,Faridabad,B30,26-35,Male,13.4,Cheque,VERIFIED,584
INV001317,2024-12-04,101207,SIP,2675,Punjab,Chandigarh,T30,26-35,Female,8.9,Mandate,VERIFIED,2675
INV003621,2024-12-04,125498,Redemption,539389,West Bengal,Kolkata,T30,26-35,Male,18.2,Cheque,VERIFIED,539389
INV003518,2024-12-04,119551,SIP,15326,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,UPI,VERIFIED,15326
INV004742,2024-12-04,119598,Redemption,228462,Punjab,Chandigarh,T30,26-35,Male,16.2,Net Banking,VERIFIED,228462
INV002453,2024-12-04,119095,SIP,2153,Gujarat,Surat,T30,26-35,Female,16.1,Net Banking,VERIFIED,2153
INV000636,2024-12-04,118633,SIP,16704,Delhi,Noida,T30,46-55,Male,79.6,UPI,VERIFIED,16704
INV002389,2024-12-04,149324,SIP,2633,Haryana,Faridabad,B30,36-45,Male,50.8,UPI,VERIFIED,2633
INV001080,2024-12-04,119552,SIP,9284,Tamil Nadu,Chennai,T30,18-25,Female,7.3,Mandate,VERIFIED,9284
INV002028,2024-12-04,119551,Lumpsum,443138,Rajasthan,Jaipur,T30,36-45,Female,19.9,UPI,VERIFIED,443138
INV004411,2024-12-04,149324,SIP,2433,Maharashtra,Mumbai,T30,26-35,Female,13.8,Net Banking,VERIFIED,2433
INV001626,2024-12-04,102886,SIP,2579,Maharashtra,Mumbai,T30,26-35,Male,16.8,Mandate,VERIFIED,2579
INV002924,2024-12-04,149323,Lumpsum,243960,Tamil Nadu,Chennai,T30,26-35,Female,14.5,Net Banking,VERIFIED,243960
INV002319,2024-12-04,120507,SIP,9344,Karnataka,Mysore,B30,26-35,Male,8.7,Cheque,VERIFIED,9344
INV001507,2024-12-04,118635,SIP,593,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,UPI,VERIFIED,593
INV003875,2024-12-04,100033,SIP,1064,Maharashtra,Nashik,B30,26-35,Male,10.1,Mandate,VERIFIED,1064
INV000593,2024-12-04,119094,SIP,11711,Telangana,Hyderabad,T30,56+,Male,50.2,Mandate,VERIFIED,11711
INV004856,2024-12-04,125497,SIP,2114,Maharashtra,Mumbai,T30,36-45,Male,54.3,UPI,VERIFIED,2114
INV000033,2024-12-05,148569,SIP,8031,Delhi,New Delhi,T30,36-45,Female,12.4,Cheque,VERIFIED,8031
INV002794,2024-12-05,102885,Lumpsum,41027,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Mandate,VERIFIED,41027
INV004000,2024-12-05,125498,SIP,25217,Gujarat,Ahmedabad,T30,26-35,Male,12.3,UPI,VERIFIED,25217
INV001877,2024-12-05,100033,Redemption,378300,Tamil Nadu,Coimbatore,B30,56+,Male,62.1,UPI,PENDING,378300
INV000494,2024-12-05,101207,SIP,20639,Punjab,Amritsar,B30,56+,Male,30.4,Mandate,VERIFIED,20639
INV003179,2024-12-05,120503,Redemption,186046,Rajasthan,Jaipur,T30,36-45,Male,53.3,Cheque,VERIFIED,186046
INV001847,2024-12-05,102885,Redemption,213916,Maharashtra,Nashik,B30,56+,Male,53.4,Mandate,VERIFIED,213916
