fund_name,year,month,average_nav
ICICI Pru Bluechip Fund - Regular - Growth,2023,8,75.9568
ICICI Pru Bluechip Fund - Regular - Growth,2023,9,80.4739
ICICI Pru Bluechip Fund - Regular - Growth,2023,10,77.0978
ICICI Pru Bluechip Fund - Regular - Growth,2023,11,74.1601
ICICI Pru Bluechip Fund - Regular - Growth,2023,12,74.0165
ICICI Pru Bluechip Fund - Regular - Growth,2024,1,76.7013
ICICI Pru Bluechip Fund - Regular - Growth,2024,2,80.8431
ICICI Pru Bluechip Fund - Regular - Growth,2024,3,84.1664
ICICI Pru Bluechip Fund - Regular - Growth,2024,4,87.8806
ICICI Pru Bluechip Fund - Regular - Growth,2024,5,90.7904
ICICI Pru Bluechip Fund - Regular - Growth,2024,6,94.4693
ICICI Pru Bluechip Fund - Regular - Growth,2024,7,95.15
ICICI Pru Bluechip Fund - Regular - Growth,2024,8,92.8567
ICICI Pru Bluechip Fund - Regular - Growth,2024,9,96.2704
ICICI Pru Bluechip Fund - Regular - Growth,2024,10,99.0911
ICICI Pru Bluechip Fund - Regular - Growth,2024,11,105.3346
ICICI Pru Bluechip Fund - Regular - Growth,2024,12,104.435
ICICI Pru Bluechip Fund - Regular - Growth,2025,1,106.0462
ICICI Pru Bluechip Fund - Regular - Growth,2025,2,113.1839
ICICI Pru Bluechip Fund - Regular - Growth,2025,3,111.6101
ICICI Pru Bluechip Fund - Regular - Growth,2025,4,108.5748
ICICI Pru Bluechip Fund - Regular - Growth,2025,5,110.3359
ICICI Pru Bluechip Fund - Regular - Growth,2025,6,112.6636
ICICI Pru Bluechip Fund - Regular - Growth,2025,7,111.9721
ICICI Pru Bluechip Fund - Regular - Growth,2025,8,110.8848
ICICI Pru Bluechip Fund - Regular - Growth,2025,9,110.9964
ICICI Pru Bluechip Fund - Regular - Growth,2025,10,113.7487
ICICI Pru Bluechip Fund - Regular - Growth,2025,11,112.4097
ICICI Pru Bluechip Fund - Regular - Growth,2025,12,113.7886
ICICI Pru Bluechip Fund - Regular - Growth,2026,1,109.1191
ICICI Pru Bluechip Fund - Regular - Growth,2026,2,102.8407
ICICI Pru Bluechip Fund - Regular - Growth,2026,3,106.1707
ICICI Pru Bluechip Fund - Regular - Growth,2026,4,112.7014
ICICI Pru Bluechip Fund - Regular - Growth,2026,5,115.0834
ICICI Pru Liquid Fund - Regular - Growth,2022,1,287.0252
ICICI Pru Liquid Fund - Regular - Growth,2022,2,288.9347
ICICI Pru Liquid Fund - Regular - Growth,2022,3,290.4639
ICICI Pru Liquid Fund - Regular - Growth,2022,4,291.7222
ICICI Pru Liquid Fund - Regular - Growth,2022,5,293.2928
ICICI Pru Liquid Fund - Regular - Growth,2022,6,295.5326
ICICI Pru Liquid Fund - Regular - Growth,2022,7,297.3958
ICICI Pru Liquid Fund - Regular - Growth,2022,8,299.0258
ICICI Pru Liquid Fund - Regular - Growth,2022,9,300.6838
ICICI Pru Liquid Fund - Regular - Growth,2022,10,302.0134
ICICI Pru Liquid Fund - Regular - Growth,2022,11,303.5745
ICICI Pru Liquid Fund - Regular - Growth,2022,12,305.0378
ICICI Pru Liquid Fund - Regular - Growth,2023,1,306.16
ICICI Pru Liquid Fund - Regular - Growth,2023,2,307.5104
ICICI Pru Liquid Fund - Regular - Growth,2023,3,309.6648
ICICI Pru Liquid Fund - Regular - Growth,2023,4,311.0117
ICICI Pru Liquid Fund - Regular - Growth,2023,5,312.824
ICICI Pru Liquid Fund - Regular - Growth,2023,6,315.1061
ICICI Pru Liquid Fund - Regular - Growth,2023,7,317.3746
ICICI Pru Liquid Fund - Regular - Growth,2023,8,319.3465
ICICI Pru Liquid Fund - Regular - Growth,2023,9,321.0621
ICICI Pru Liquid Fund - Regular - Growth,2023,10,322.7818
ICICI Pru Liquid Fund - Regular - Growth,2023,11,324.9346
ICICI Pru Liquid Fund - Regular - Growth,2023,12,326.5723
ICICI Pru Liquid Fund - Regular - Growth,2024,1,328.6043
ICICI Pru Liquid Fund - Regular - Growth,2024,2,331.019
ICICI Pru Liquid Fund - Regular - Growth,2024,3,332.7295
ICICI Pru Liquid Fund - Regular - Growth,2024,4,334.5295
ICICI Pru Liquid Fund - Regular - Growth,2024,5,336.639
ICICI Pru Liquid Fund - Regular - Growth,2024,6,338.0479
ICICI Pru Liquid Fund - Regular - Growth,2024,7,340.3559
ICICI Pru Liquid Fund - Regular - Growth,2024,8,342.0722
ICICI Pru Liquid Fund - Regular - Growth,2024,9,344.4031
ICICI Pru Liquid Fund - Regular - Growth,2024,10,346.3447
ICICI Pru Liquid Fund - Regular - Growth,2024,11,348.4657
ICICI Pru Liquid Fund - Regular - Growth,2024,12,350.6732
ICICI Pru Liquid Fund - Regular - Growth,2025,1,352.538
ICICI Pru Liquid Fund - Regular - Growth,2025,2,355.1865
ICICI Pru Liquid Fund - Regular - Growth,2025,3,357.2882
ICICI Pru Liquid Fund - Regular - Growth,2025,4,359.4652
ICICI Pru Liquid Fund - Regular - Growth,2025,5,361.0635
ICICI Pru Liquid Fund - Regular - Growth,2025,6,363.1778
ICICI Pru Liquid Fund - Regular - Growth,2025,7,365.4905
ICICI Pru Liquid Fund - Regular - Growth,2025,8,367.3663
ICICI Pru Liquid Fund - Regular - Growth,2025,9,369.5735
ICICI Pru Liquid Fund - Regular - Growth,2025,10,371.749
ICICI Pru Liquid Fund - Regular - Growth,2025,11,373.2263
ICICI Pru Liquid Fund - Regular - Growth,2025,12,374.8703
ICICI Pru Liquid Fund - Regular - Growth,2026,1,377.9488
ICICI Pru Liquid Fund - Regular - Growth,2026,2,379.9804
ICICI Pru Liquid Fund - Regular - Growth,2026,3,381.9102
ICICI Pru Liquid Fund - Regular - Growth,2026,4,384.7002
ICICI Pru Liquid Fund - Regular - Growth,2026,5,387.5094
ICICI Pru Midcap Fund - Regular - Growth,2022,1,139.6489
ICICI Pru Midcap Fund - Regular - Growth,2022,2,154.5133
ICICI Pru Midcap Fund - Regular - Growth,2022,3,170.951
ICICI Pru Midcap Fund - Regular - Growth,2022,4,184.2955
ICICI Pru Midcap Fund - Regular - Growth,2022,5,187.0986
ICICI Pru Midcap Fund - Regular - Growth,2022,6,180.0486
ICICI Pru Midcap Fund - Regular - Growth,2022,7,176.1211
ICICI Pru Midcap Fund - Regular - Growth,2022,8,193.3023
ICICI Pru Midcap Fund - Regular - Growth,2022,9,199.3146
ICICI Pru Midcap Fund - Regular - Growth,2022,10,201.9262
ICICI Pru Midcap Fund - Regular - Growth,2022,11,207.3596
ICICI Pru Midcap Fund - Regular - Growth,2022,12,208.5288
ICICI Pru Midcap Fund - Regular - Growth,2023,1,205.9916
ICICI Pru Midcap Fund - Regular - Growth,2023,2,203.8818
ICICI Pru Midcap Fund - Regular - Growth,2023,3,200.6579
ICICI Pru Midcap Fund - Regular - Growth,2023,4,195.106
ICICI Pru Midcap Fund - Regular - Growth,2023,5,198.212
ICICI Pru Midcap Fund - Regular - Growth,2023,6,215.3592
ICICI Pru Midcap Fund - Regular - Growth,2023,7,211.7201
ICICI Pru Midcap Fund - Regular - Growth,2023,8,227.2071
ICICI Pru Midcap Fund - Regular - Growth,2023,9,247.0671
ICICI Pru Midcap Fund - Regular - Growth,2023,10,276.1978
ICICI Pru Midcap Fund - Regular - Growth,2023,11,276.9662
ICICI Pru Midcap Fund - Regular - Growth,2023,12,277.467
ICICI Pru Midcap Fund - Regular - Growth,2024,1,270.6437
ICICI Pru Midcap Fund - Regular - Growth,2024,2,274.0119
ICICI Pru Midcap Fund - Regular - Growth,2024,3,282.8189
ICICI Pru Midcap Fund - Regular - Growth,2024,4,303.8043
ICICI Pru Midcap Fund - Regular - Growth,2024,5,296.5636
ICICI Pru Midcap Fund - Regular - Growth,2024,6,299.5176
ICICI Pru Midcap Fund - Regular - Growth,2024,7,308.1563
ICICI Pru Midcap Fund - Regular - Growth,2024,8,298.184
ICICI Pru Midcap Fund - Regular - Growth,2024,9,302.3282
ICICI Pru Midcap Fund - Regular - Growth,2024,10,325.7212
ICICI Pru Midcap Fund - Regular - Growth,2024,11,332.663
ICICI Pru Midcap Fund - Regular - Growth,2024,12,318.7701
ICICI Pru Midcap Fund - Regular - Growth,2025,1,291.2255
ICICI Pru Midcap Fund - Regular - Growth,2025,2,313.3981
ICICI Pru Midcap Fund - Regular - Growth,2025,3,339.6649
ICICI Pru Midcap Fund - Regular - Growth,2025,4,345.0176
ICICI Pru Midcap Fund - Regular - Growth,2025,5,357.3998
ICICI Pru Midcap Fund - Regular - Growth,2025,6,363.8508
ICICI Pru Midcap Fund - Regular - Growth,2025,7,375.5537
ICICI Pru Midcap Fund - Regular - Growth,2025,8,376.5276
ICICI Pru Midcap Fund - Regular - Growth,2025,9,375.7781
ICICI Pru Midcap Fund - Regular - Growth,2025,10,385.5649
ICICI Pru Midcap Fund - Regular - Growth,2025,11,373.4889
ICICI Pru Midcap Fund - Regular - Growth,2025,12,390.3528
ICICI Pru Midcap Fund - Regular - Growth,2026,1,406.4982
ICICI Pru Midcap Fund - Regular - Growth,2026,2,433.3492
ICICI Pru Midcap Fund - Regular - Growth,2026,3,447.7343
ICICI Pru Midcap Fund - Regular - Growth,2026,4,453.4751
ICICI Pru Midcap Fund - Regular - Growth,2026,5,468.5491
ICICI Pru Value Discovery Fund - Regular - Growth,2022,1,205.1069
ICICI Pru Value Discovery Fund - Regular - Growth,2022,2,215.0276
ICICI Pru Value Discovery Fund - Regular - Growth,2022,3,225.5001
ICICI Pru Value Discovery Fund - Regular - Growth,2022,4,233.2055
ICICI Pru Value Discovery Fund - Regular - Growth,2022,5,226.8173
ICICI Pru Value Discovery Fund - Regular - Growth,2022,6,226.5466
ICICI Pru Value Discovery Fund - Regular - Growth,2022,7,218.622
ICICI Pru Value Discovery Fund - Regular - Growth,2022,8,222.1825
ICICI Pru Value Discovery Fund - Regular - Growth,2022,9,224.0297
ICICI Pru Value Discovery Fund - Regular - Growth,2022,10,219.6615
ICICI Pru Value Discovery Fund - Regular - Growth,2022,11,215.0091
ICICI Pru Value Discovery Fund - Regular - Growth,2022,12,219.901
ICICI Pru Value Discovery Fund - Regular - Growth,2023,1,242.405
ICICI Pru Value Discovery Fund - Regular - Growth,2023,2,256.647
ICICI Pru Value Discovery Fund - Regular - Growth,2023,3,267.4721
ICICI Pru Value Discovery Fund - Regular - Growth,2023,4,265.0546
ICICI Pru Value Discovery Fund - Regular - Growth,2023,5,252.8897
ICICI Pru Value Discovery Fund - Regular - Growth,2023,6,248.0204
ICICI Pru Value Discovery Fund - Regular - Growth,2023,7,239.911
ICICI Pru Value Discovery Fund - Regular - Growth,2023,8,227.5594
ICICI Pru Value Discovery Fund - Regular - Growth,2023,9,230.9627
ICICI Pru Value Discovery Fund - Regular - Growth,2023,10,239.2767
ICICI Pru Value Discovery Fund - Regular - Growth,2023,11,244.9654
ICICI Pru Value Discovery Fund - Regular - Growth,2023,12,264.1743
ICICI Pru Value Discovery Fund - Regular - Growth,2024,1,272.1545
ICICI Pru Value Discovery Fund - Regular - Growth,2024,2,281.8607
ICICI Pru Value Discovery Fund - Regular - Growth,2024,3,296.1852
ICICI Pru Value Discovery Fund - Regular - Growth,2024,4,289.2511
ICICI Pru Value Discovery Fund - Regular - Growth,2024,5,263.3308
ICICI Pru Value Discovery Fund - Regular - Growth,2024,6,258.2159
ICICI Pru Value Discovery Fund - Regular - Growth,2024,7,264.0926
ICICI Pru Value Discovery Fund - Regular - Growth,2024,8,275.7476
ICICI Pru Value Discovery Fund - Regular - Growth,2024,9,270.9919
ICICI Pru Value Discovery Fund - Regular - Growth,2024,10,270.0351
ICICI Pru Value Discovery Fund - Regular - Growth,2024,11,270.923
ICICI Pru Value Discovery Fund - Regular - Growth,2024,12,266.2426
ICICI Pru Value Discovery Fund - Regular - Growth,2025,1,261.4502
ICICI Pru Value Discovery Fund - Regular - Growth,2025,2,276.5529
ICICI Pru Value Discovery Fund - Regular - Growth,2025,3,275.27
ICICI Pru Value Discovery Fund - Regular - Growth,2025,4,265.2867
ICICI Pru Value Discovery Fund - Regular - Growth,2025,5,275.2967
ICICI Pru Value Discovery Fund - Regular - Growth,2025,6,302.4905
ICICI Pru Value Discovery Fund - Regular - Growth,2025,7,317.2418
ICICI Pru Value Discovery Fund - Regular - Growth,2025,8,329.2585
ICICI Pru Value Discovery Fund - Regular - Growth,2025,9,330.6339
ICICI Pru Value Discovery Fund - Regular - Growth,2025,10,330.3535
ICICI Pru Value Discovery Fund - Regular - Growth,2025,11,346.4448
ICICI Pru Value Discovery Fund - Regular - Growth,2025,12,362.3879
ICICI Pru Value Discovery Fund - Regular - Growth,2026,1,370.9263
ICICI Pru Value Discovery Fund - Regular - Growth,2026,2,391.9845
ICICI Pru Value Discovery Fund - Regular - Growth,2026,3,403.5703
ICICI Pru Value Discovery Fund - Regular - Growth,2026,4,399.049
ICICI Pru Value Discovery Fund - Regular - Growth,2026,5,396.7153
Kotak Bluechip Fund - Regular - Growth,2022,1,275.8496
Kotak Bluechip Fund - Regular - Growth,2022,2,268.9231
Kotak Bluechip Fund - Regular - Growth,2022,3,269.5124
Kotak Bluechip Fund - Regular - Growth,2022,4,259.5595
Kotak Bluechip Fund - Regular - Growth,2022,5,257.7351
Kotak Bluechip Fund - Regular - Growth,2022,6,258.073
Kotak Bluechip Fund - Regular - Growth,2022,7,251.6863
Kotak Bluechip Fund - Regular - Growth,2022,8,255.0127
Kotak Bluechip Fund - Regular - Growth,2022,9,264.2964
Kotak Bluechip Fund - Regular - Growth,2022,10,267.2896
Kotak Bluechip Fund - Regular - Growth,2022,11,272.9658
Kotak Bluechip Fund - Regular - Growth,2022,12,271.7761
Kotak Bluechip Fund - Regular - Growth,2023,1,276.9198
Kotak Bluechip Fund - Regular - Growth,2023,2,281.1297
Kotak Bluechip Fund - Regular - Growth,2023,3,286.0564
Kotak Bluechip Fund - Regular - Growth,2023,4,289.3623
Kotak Bluechip Fund - Regular - Growth,2023,5,295.9189
Kotak Bluechip Fund - Regular - Growth,2023,6,304.4436
Kotak Bluechip Fund - Regular - Growth,2023,7,306.6825
Kotak Bluechip Fund - Regular - Growth,2023,8,311.4427
Kotak Bluechip Fund - Regular - Growth,2023,9,340.7328
Kotak Bluechip Fund - Regular - Growth,2023,10,364.942
Kotak Bluechip Fund - Regular - Growth,2023,11,395.6276
Kotak Bluechip Fund - Regular - Growth,2023,12,408.8664
Kotak Bluechip Fund - Regular - Growth,2024,1,422.949
Kotak Bluechip Fund - Regular - Growth,2024,2,398.225
Kotak Bluechip Fund - Regular - Growth,2024,3,378.5977
Kotak Bluechip Fund - Regular - Growth,2024,4,385.2361
Kotak Bluechip Fund - Regular - Growth,2024,5,392.4455
Kotak Bluechip Fund - Regular - Growth,2024,6,397.1539
Kotak Bluechip Fund - Regular - Growth,2024,7,406.4987
Kotak Bluechip Fund - Regular - Growth,2024,8,396.7602
Kotak Bluechip Fund - Regular - Growth,2024,9,415.1618
Kotak Bluechip Fund - Regular - Growth,2024,10,414.4597
Kotak Bluechip Fund - Regular - Growth,2024,11,408.3454
Kotak Bluechip Fund - Regular - Growth,2024,12,397.1652
Kotak Bluechip Fund - Regular - Growth,2025,1,386.762
Kotak Bluechip Fund - Regular - Growth,2025,2,369.656
Kotak Bluechip Fund - Regular - Growth,2025,3,391.188
Kotak Bluechip Fund - Regular - Growth,2025,4,401.4036
Kotak Bluechip Fund - Regular - Growth,2025,5,415.2016
Kotak Bluechip Fund - Regular - Growth,2025,6,406.4007
Kotak Bluechip Fund - Regular - Growth,2025,7,385.7276
Kotak Bluechip Fund - Regular - Growth,2025,8,371.1831
Kotak Bluechip Fund - Regular - Growth,2025,9,374.3845
Kotak Bluechip Fund - Regular - Growth,2025,10,391.3601
Kotak Bluechip Fund - Regular - Growth,2025,11,420.8132
Kotak Bluechip Fund - Regular - Growth,2025,12,434.9353
Kotak Bluechip Fund - Regular - Growth,2026,1,434.1191
Kotak Bluechip Fund - Regular - Growth,2026,2,447.1155
Kotak Bluechip Fund - Regular - Growth,2026,3,433.6941
Kotak Bluechip Fund - Regular - Growth,2026,4,438.7525
Kotak Bluechip Fund - Regular - Growth,2026,5,466.8846
Kotak Emerging Equity Fund - Regular - Growth,2022,1,65.0628
Kotak Emerging Equity Fund - Regular - Growth,2022,2,69.1987
Kotak Emerging Equity Fund - Regular - Growth,2022,3,69.2773
Kotak Emerging Equity Fund - Regular - Growth,2022,4,63.1504
Kotak Emerging Equity Fund - Regular - Growth,2022,5,60.3535
Kotak Emerging Equity Fund - Regular - Growth,2022,6,62.5431
Kotak Emerging Equity Fund - Regular - Growth,2022,7,59.4613
Kotak Emerging Equity Fund - Regular - Growth,2022,8,60.3176
Kotak Emerging Equity Fund - Regular - Growth,2022,9,62.2572
Kotak Emerging Equity Fund - Regular - Growth,2022,10,61.795
Kotak Emerging Equity Fund - Regular - Growth,2022,11,60.9337
Kotak Emerging Equity Fund - Regular - Growth,2022,12,64.2185
Kotak Emerging Equity Fund - Regular - Growth,2023,1,65.8216
Kotak Emerging Equity Fund - Regular - Growth,2023,2,63.6928
Kotak Emerging Equity Fund - Regular - Growth,2023,3,64.0123
Kotak Emerging Equity Fund - Regular - Growth,2023,4,65.4078
Kotak Emerging Equity Fund - Regular - Growth,2023,5,65.6724
Kotak Emerging Equity Fund - Regular - Growth,2023,6,64.279
Kotak Emerging Equity Fund - Regular - Growth,2023,7,63.3939
Kotak Emerging Equity Fund - Regular - Growth,2023,8,69.5631
Kotak Emerging Equity Fund - Regular - Growth,2023,9,73.7888
Kotak Emerging Equity Fund - Regular - Growth,2023,10,75.5659
Kotak Emerging Equity Fund - Regular - Growth,2023,11,76.3408
Kotak Emerging Equity Fund - Regular - Growth,2023,12,69.1616
Kotak Emerging Equity Fund - Regular - Growth,2024,1,67.2043
Kotak Emerging Equity Fund - Regular - Growth,2024,2,65.7899
Kotak Emerging Equity Fund - Regular - Growth,2024,3,63.4747
Kotak Emerging Equity Fund - Regular - Growth,2024,4,62.6931
Kotak Emerging Equity Fund - Regular - Growth,2024,5,63.4299
Kotak Emerging Equity Fund - Regular - Growth,2024,6,64.7128
Kotak Emerging Equity Fund - Regular - Growth,2024,7,64.993
Kotak Emerging Equity Fund - Regular - Growth,2024,8,62.3978
Kotak Emerging Equity Fund - Regular - Growth,2024,9,65.4981
Kotak Emerging Equity Fund - Regular - Growth,2024,10,63.8596
Kotak Emerging Equity Fund - Regular - Growth,2024,11,67.1472
Kotak Emerging Equity Fund - Regular - Growth,2024,12,63.8818
Kotak Emerging Equity Fund - Regular - Growth,2025,1,70.548
Kotak Emerging Equity Fund - Regular - Growth,2025,2,68.2434
Kotak Emerging Equity Fund - Regular - Growth,2025,3,71.5066
Kotak Emerging Equity Fund - Regular - Growth,2025,4,74.416
Kotak Emerging Equity Fund - Regular - Growth,2025,5,70.6753
Kotak Emerging Equity Fund - Regular - Growth,2025,6,69.0653
Kotak Emerging Equity Fund - Regular - Growth,2025,7,69.6548
Kotak Emerging Equity Fund - Regular - Growth,2025,8,73.34
Kotak Emerging Equity Fund - Regular - Growth,2025,9,72.8086
Kotak Emerging Equity Fund - Regular - Growth,2025,10,79.5105
Kotak Emerging Equity Fund - Regular - Growth,2025,11,77.509
Kotak Emerging Equity Fund - Regular - Growth,2025,12,73.6141
Kotak Emerging Equity Fund - Regular - Growth,2026,1,69.2476
Kotak Emerging Equity Fund - Regular - Growth,2026,2,67.985
Kotak Emerging Equity Fund - Regular - Growth,2026,3,71.712
Kotak Emerging Equity Fund - Regular - Growth,2026,4,76.2123
Kotak Emerging Equity Fund - Regular - Growth,2026,5,79.7594
Kotak Flexicap Fund - Regular - Growth,2022,1,49.2526
Kotak Flexicap Fund - Regular - Growth,2022,2,48.4339
Kotak Flexicap Fund - Regular - Growth,2022,3,49.1915
Kotak Flexicap Fund - Regular - Growth,2022,4,45.6607
Kotak Flexicap Fund - Regular - Growth,2022,5,46.5966
Kotak Flexicap Fund - Regular - Growth,2022,6,48.4785
Kotak Flexicap Fund - Regular - Growth,2022,7,48.5361
Kotak Flexicap Fund - Regular - Growth,2022,8,48.5604
Kotak Flexicap Fund - Regular - Growth,2022,9,50.8652
Kotak Flexicap Fund - Regular - Growth,2022,10,54.6279
Kotak Flexicap Fund - Regular - Growth,2022,11,56.2811
Kotak Flexicap Fund - Regular - Growth,2022,12,57.5658
Kotak Flexicap Fund - Regular - Growth,2023,1,60.7488
Kotak Flexicap Fund - Regular - Growth,2023,2,67.2093
Kotak Flexicap Fund - Regular - Growth,2023,3,71.8501
Kotak Flexicap Fund - Regular - Growth,2023,4,72.4449
Kotak Flexicap Fund - Regular - Growth,2023,5,74.9303
Kotak Flexicap Fund - Regular - Growth,2023,6,78.942
Kotak Flexicap Fund - Regular - Growth,2023,7,81.7684
Kotak Flexicap Fund - Regular - Growth,2023,8,79.7947
Kotak Flexicap Fund - Regular - Growth,2023,9,81.9643
Kotak Flexicap Fund - Regular - Growth,2023,10,83.1447
Kotak Flexicap Fund - Regular - Growth,2023,11,85.7548
Kotak Flexicap Fund - Regular - Growth,2023,12,87.7527
Kotak Flexicap Fund - Regular - Growth,2024,1,85.615
Kotak Flexicap Fund - Regular - Growth,2024,2,85.0836
Kotak Flexicap Fund - Regular - Growth,2024,3,87.4241
Kotak Flexicap Fund - Regular - Growth,2024,4,93.7053
Kotak Flexicap Fund - Regular - Growth,2024,5,92.0853
Kotak Flexicap Fund - Regular - Growth,2024,6,97.8629
Kotak Flexicap Fund - Regular - Growth,2024,7,96.6739
Kotak Flexicap Fund - Regular - Growth,2024,8,94.3271
Kotak Flexicap Fund - Regular - Growth,2024,9,95.4004
Kotak Flexicap Fund - Regular - Growth,2024,10,111.6263
Kotak Flexicap Fund - Regular - Growth,2024,11,130.526
Kotak Flexicap Fund - Regular - Growth,2024,12,131.2705
Kotak Flexicap Fund - Regular - Growth,2025,1,131.136
Kotak Flexicap Fund - Regular - Growth,2025,2,134.8373
Kotak Flexicap Fund - Regular - Growth,2025,3,127.6726
Kotak Flexicap Fund - Regular - Growth,2025,4,125.2813
Kotak Flexicap Fund - Regular - Growth,2025,5,127.4359
Kotak Flexicap Fund - Regular - Growth,2025,6,126.693
Kotak Flexicap Fund - Regular - Growth,2025,7,127.4843
Kotak Flexicap Fund - Regular - Growth,2025,8,132.5313
Kotak Flexicap Fund - Regular - Growth,2025,9,132.0458
Kotak Flexicap Fund - Regular - Growth,2025,10,136.6395
Kotak Flexicap Fund - Regular - Growth,2025,11,148.4521
Kotak Flexicap Fund - Regular - Growth,2025,12,163.9612
Kotak Flexicap Fund - Regular - Growth,2026,1,164.3629
Kotak Flexicap Fund - Regular - Growth,2026,2,166.1264
Kotak Flexicap Fund - Regular - Growth,2026,3,162.0513
Kotak Flexicap Fund - Regular - Growth,2026,4,176.6595
Kotak Flexicap Fund - Regular - Growth,2026,5,171.2019
Kotak Liquid Fund - Regular - Growth,2022,1,3192.6192
Kotak Liquid Fund - Regular - Growth,2022,2,3213.6805
Kotak Liquid Fund - Regular - Growth,2022,3,3235.8185
Kotak Liquid Fund - Regular - Growth,2022,4,3260.8842
Kotak Liquid Fund - Regular - Growth,2022,5,3274.7843
Kotak Liquid Fund - Regular - Growth,2022,6,3291.4389
Kotak Liquid Fund - Regular - Growth,2022,7,3312.6645
Kotak Liquid Fund - Regular - Growth,2022,8,3330.9332
Kotak Liquid Fund - Regular - Growth,2022,9,3353.3772
Kotak Liquid Fund - Regular - Growth,2022,10,3374.1026
Kotak Liquid Fund - Regular - Growth,2022,11,3390.8609
Kotak Liquid Fund - Regular - Growth,2022,12,3405.4898
Kotak Liquid Fund - Regular - Growth,2023,1,3429.0859
Kotak Liquid Fund - Regular - Growth,2023,2,3446.7134
Kotak Liquid Fund - Regular - Growth,2023,3,3467.6261
Kotak Liquid Fund - Regular - Growth,2023,4,3492.3772
Kotak Liquid Fund - Regular - Growth,2023,5,3512.8676
Kotak Liquid Fund - Regular - Growth,2023,6,3519.8051
Kotak Liquid Fund - Regular - Growth,2023,7,3540.2376
Kotak Liquid Fund - Regular - Growth,2023,8,3565.8911
Kotak Liquid Fund - Regular - Growth,2023,9,3584.081
Kotak Liquid Fund - Regular - Growth,2023,10,3609.1935
Kotak Liquid Fund - Regular - Growth,2023,11,3633.2571
Kotak Liquid Fund - Regular - Growth,2023,12,3653.3756
Kotak Liquid Fund - Regular - Growth,2024,1,3670.9163
Kotak Liquid Fund - Regular - Growth,2024,2,3690.1886
Kotak Liquid Fund - Regular - Growth,2024,3,3712.4396
Kotak Liquid Fund - Regular - Growth,2024,4,3734.4584
Kotak Liquid Fund - Regular - Growth,2024,5,3739.5943
Kotak Liquid Fund - Regular - Growth,2024,6,3759.5224
Kotak Liquid Fund - Regular - Growth,2024,7,3780.5013
Kotak Liquid Fund - Regular - Growth,2024,8,3796.9491
Kotak Liquid Fund - Regular - Growth,2024,9,3810.2149
Kotak Liquid Fund - Regular - Growth,2024,10,3825.964
Kotak Liquid Fund - Regular - Growth,2024,11,3842.6086
Kotak Liquid Fund - Regular - Growth,2024,12,3865.677
Kotak Liquid Fund - Regular - Growth,2025,1,3888.8832
Kotak Liquid Fund - Regular - Growth,2025,2,3903.2893
Kotak Liquid Fund - Regular - Growth,2025,3,3928.2026
Kotak Liquid Fund - Regular - Growth,2025,4,3950.24
Kotak Liquid Fund - Regular - Growth,2025,5,3972.9085
Kotak Liquid Fund - Regular - Growth,2025,6,3995.0862
Kotak Liquid Fund - Regular - Growth,2025,7,4014.7518
Kotak Liquid Fund - Regular - Growth,2025,8,4034.9771
Kotak Liquid Fund - Regular - Growth,2025,9,4051.7804
Kotak Liquid Fund - Regular - Growth,2025,10,4077.3583
Kotak Liquid Fund - Regular - Growth,2025,11,4108.2784
Kotak Liquid Fund - Regular - Growth,2025,12,4134.4688
Kotak Liquid Fund - Regular - Growth,2026,1,4155.2429
Kotak Liquid Fund - Regular - Growth,2026,2,4181.9668
Kotak Liquid Fund - Regular - Growth,2026,3,4204.9449
Kotak Liquid Fund - Regular - Growth,2026,4,4227.4038
Kotak Liquid Fund - Regular - Growth,2026,5,4255.0443
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,1,83.9684
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,2,81.3049
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,3,83.2873
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,4,84.9676
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,5,83.4631
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,6,83.3369
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,7,82.4937
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,8,85.438
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,9,94.0105
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,10,101.3762
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,11,113.5846
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2022,12,119.291
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,1,122.4837
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,2,126.0347
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,3,123.7216
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,4,128.3324
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,5,133.2038
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,6,141.0208
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,7,140.3679
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,8,143.0493
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,9,150.4235
Mirae Asset Emerging Bluechip Fund - Regular - Growth,2023,10,148.4239
